recoding_id;date;CH4;CO;NO;NO_2;O_3;PM10;PM25;SO_2;station
5362;14/02/18 17:00;;0.200000002980232;5;20;54;8;;3;2
5363;14/02/18 17:00;1.10000002384185;0.200000002980232;1;3;67;7;5;3;3
5364;14/02/18 17:00;1.22000002861022;;6;32;;13;;;4
5365;14/02/18 17:00;;0.300000011920928;14;31;50;7;3;;5
5366;14/02/18 18:00;1.39999997615814;0.400000005960464;28;57;33;11;7;2;1
5367;14/02/18 18:00;;0.200000002980232;4;27;47;8;;3;2
5368;14/02/18 18:00;1.11000001430511;0.200000002980232;1;5;65;7;6;3;3
5369;14/02/18 18:00;1.23000001907348;;7;40;;12;;;4
5370;14/02/18 18:00;;0.200000002980232;12;36;44;9;4;;5
5371;14/02/18 19:00;1.39999997615814;0.400000005960464;33;65;29;13;9;2;1
5372;14/02/18 19:00;;0.200000002980232;4;31;45;9;;3;2
5373;14/02/18 19:00;1.10000002384185;0.200000002980232;1;6;65;7;5;3;3
5374;14/02/18 19:00;1.23000001907348;;6;48;;14;;;4
5375;14/02/18 19:00;;0.300000011920928;17;48;37;12;7;;5
5376;14/02/18 20:00;1.40999996662139;0.500000000000000;43;72;24;11;6;1;1
5377;14/02/18 20:00;;0.300000011920928;5;40;38;7;;3;2
5378;14/02/18 20:00;1.11000001430511;0.200000002980232;1;8;61;7;4;3;3
5379;14/02/18 20:00;1.23000001907348;;6;56;;12;;;4
5380;14/02/18 20:00;;0.300000011920928;18;49;34;13;7;;5
5381;14/02/18 21:00;1.40999996662139;0.500000000000000;43;74;22;8;4;1;1
5382;14/02/18 21:00;;0.300000011920928;5;39;37;11;;3;2
5383;14/02/18 21:00;1.11000001430511;0.200000002980232;1;5;65;4;2;3;3
5384;14/02/18 21:00;1.24000000953674;;4;52;;13;;;4
5385;14/02/18 21:00;;0.400000005960464;23;61;26;12;7;;5
5386;14/02/18 22:00;1.40999996662139;0.400000005960464;26;62;28;10;5;2;1
5387;14/02/18 22:00;;0.300000011920928;4;34;41;11;;3;2
5388;14/02/18 22:00;1.10000002384185;0.200000002980232;1;6;62;2;1;3;3
5389;14/02/18 22:00;1.24000000953674;;1;43;;11;;;4
5390;14/02/18 22:00;;0.300000011920928;14;41;39;13;8;;5
5391;14/02/18 23:00;1.40999996662139;0.400000005960464;21;56;31;16;13;2;1
5392;14/02/18 23:00;;0.200000002980232;3;22;51;10;;3;2
5393;14/02/18 23:00;1.10000002384185;0.200000002980232;1;3;66;4;1;3;3
5394;14/02/18 23:00;1.24000000953674;;1;36;;9;;;4
5395;14/02/18 23:00;;0.200000002980232;5;29;46;11;8;;5
5396;15/02/18 00:00;1.40999996662139;0.400000005960464;15;52;31;13;10;3;1
5397;15/02/18 00:00;;0.200000002980232;3;28;45;6;;3;2
5398;15/02/18 00:00;1.10000002384185;0.200000002980232;1;3;63;6;3;3;3
5399;15/02/18 00:00;1.25000000000000;;6;61;;10;;;4
5400;15/02/18 00:00;;0.200000002980232;7;31;43;9;6;;5
5401;15/02/18 01:00;1.40999996662139;0.400000005960464;15;51;32;6;4;3;1
5402;15/02/18 01:00;;0.200000002980232;3;18;49;6;;3;2
5403;15/02/18 01:00;1.11000001430511;0.200000002980232;1;3;62;6;3;3;3
5404;15/02/18 01:00;1.25000000000000;;4;57;;12;;;4
5405;15/02/18 01:00;;0.300000011920928;11;43;28;9;5;;5
5406;15/02/18 02:00;1.39999997615814;0.300000011920928;8;39;39;4;3;3;1
5407;15/02/18 02:00;;0.200000002980232;1;12;54;6;;3;2
5408;15/02/18 02:00;1.11000001430511;0.200000002980232;1;7;54;5;2;3;3
5409;15/02/18 02:00;1.24000000953674;;4;53;;10;;;4
5410;15/02/18 02:00;;0.200000002980232;3;18;49;10;6;;5
5411;15/02/18 03:00;1.39999997615814;0.300000011920928;7;35;41;7;6;3;1
5412;15/02/18 03:00;;0.200000002980232;1;13;54;6;;3;2
5413;15/02/18 03:00;1.11000001430511;0.200000002980232;1;4;58;5;3;3;3
5414;15/02/18 03:00;1.27999997138977;;1;48;;8;;;4
5415;15/02/18 03:00;;0.200000002980232;2;13;55;8;5;;5
5416;15/02/18 04:00;1.40999996662139;0.200000002980232;4;33;38;7;5;3;1
5417;15/02/18 04:00;;0.200000002980232;1;14;48;13;;3;2
5418;15/02/18 04:00;1.11000001430511;0.200000002980232;1;2;54;7;5;3;3
5419;15/02/18 04:00;1.41999995708465;;11;48;;11;;;4
5420;15/02/18 04:00;;0.200000002980232;7;27;39;9;5;;5
5421;15/02/18 05:00;1.39999997615814;0.200000002980232;6;28;37;11;8;4;1
5422;15/02/18 05:00;;0.300000011920928;12;33;26;9;;3;2
5423;15/02/18 05:00;1.11000001430511;0.200000002980232;1;3;48;7;4;3;3
5424;15/02/18 05:00;1.48000001907348;;38;62;;13;;;4
5425;15/02/18 05:00;;0.200000002980232;7;50;14;10;6;;5
5426;15/02/18 06:00;1.50999999046325;0.200000002980232;9;35;29;14;12;4;1
5427;15/02/18 06:00;;0.300000011920928;5;50;10;9;;3;2
5428;15/02/18 06:00;1.12000000476837;0.200000002980232;1;6;36;6;3;3;3
5429;15/02/18 06:00;1.47000002861022;;52;64;;15;;;4
5430;15/02/18 06:00;;0.300000011920928;25;62;4;13;8;;5
5431;15/02/18 07:00;1.74000000953674;0.300000011920928;23;53;19;3;2;4;1
5432;15/02/18 07:00;;0.300000011920928;18;59;4;11;;3;2
5433;15/02/18 07:00;1.12999999523162;0.200000002980232;1;6;35;7;4;3;3
5434;15/02/18 07:00;1.50999999046325;;83;72;;18;;;4
5435;15/02/18 07:00;;0.400000005960464;92;82;1;14;9;;5
5436;15/02/18 08:00;1.45000004768371;0.300000011920928;32;63;19;9;7;5;1
5437;15/02/18 08:00;;0.400000005960464;37;61;7;12;;4;2
5438;15/02/18 08:00;1.14999997615814;0.200000002980232;4;27;10;6;3;4;3
5439;15/02/18 08:00;1.44000005722045;;118;87;;24;;;4
5440;15/02/18 08:00;;0.500000000000000;139;95;1;24;17;;5
5441;15/02/18 09:00;1.62000000476837;0.500000000000000;67;86;6;10;7;6;1
5442;15/02/18 09:00;;0.500000000000000;52;66;8;17;;5;2
5443;15/02/18 09:00;1.16999995708465;0.200000002980232;3;30;8;10;7;3;3
5444;15/02/18 09:00;1.45000004768371;;144;98;;34;;;4
5445;15/02/18 09:00;;0.500000000000000;107;90;4;28;19;;5
5446;15/02/18 10:00;1.41999995708465;0.500000000000000;51;71;16;12;8;6;1
5447;15/02/18 10:00;;0.300000011920928;23;52;9;19;;4;2
5448;15/02/18 10:00;1.25000000000000;0.200000002980232;11;36;8;13;8;4;3
5449;15/02/18 10:00;1.37999999523162;;119;84;;30;;;4
5450;15/02/18 10:00;;0.400000005960464;37;66;15;22;14;;5
5451;15/02/18 11:00;1.40999996662139;0.400000005960464;28;62;21;15;12;5;1
5452;15/02/18 11:00;;0.400000005960464;28;56;8;18;;4;2
5453;15/02/18 11:00;1.22000002861022;0.300000011920928;13;36;11;16;11;4;3
5454;15/02/18 11:00;1.40999996662139;;78;76;;28;;;4
5455;15/02/18 11:00;;0.400000005960464;34;63;14;17;10;;5
5456;15/02/18 12:00;1.41999995708465;0.300000011920928;29;65;21;15;13;6;1
5457;15/02/18 12:00;;0.400000005960464;33;59;7;25;;4;2
5458;15/02/18 12:00;1.17999994754791;0.200000002980232;5;26;22;16;13;3;3
5459;15/02/18 12:00;1.34000003337860;;42;64;;41;;;4
5460;15/02/18 12:00;;0.400000005960464;42;72;6;28;19;;5
5461;15/02/18 13:00;1.42999994754791;0.400000005960464;48;77;15;18;14;6;1
5462;15/02/18 13:00;;0.400000005960464;29;56;10;26;;4;2
5463;15/02/18 13:00;1.15999996662139;0.200000002980232;5;24;29;14;11;3;3
5464;15/02/18 13:00;1.30999994277954;;37;68;;38;;;4
5465;15/02/18 13:00;;0.300000011920928;34;61;16;29;18;;5
5466;15/02/18 14:00;1.41999995708465;0.400000005960464;42;72;19;11;7;6;1
5467;15/02/18 14:00;;0.300000011920928;12;40;28;22;;4;2
5468;15/02/18 14:00;1.13999998569488;0.200000002980232;6;30;31;15;11;3;3
5469;15/02/18 14:00;1.30999994277954;;48;77;;39;;;4
5470;15/02/18 14:00;;0.300000011920928;26;52;30;24;15;;5
5471;15/02/18 15:00;1.40999996662139;0.400000005960464;43;68;23;17;11;6;1
5472;15/02/18 15:00;;0.300000011920928;9;35;35;14;;3;2
5473;15/02/18 15:00;1.13999998569488;0.200000002980232;8;38;24;22;17;4;3
5474;15/02/18 15:00;1.29999995231628;;40;75;;43;;;4
5475;15/02/18 15:00;;0.400000005960464;48;62;33;17;12;;5
5476;15/02/18 16:00;1.39999997615814;0.400000005960464;31;55;32;21;15;6;1
5477;15/02/18 16:00;;0.300000011920928;11;44;28;15;;3;2
5478;15/02/18 16:00;1.12999999523162;0.200000002980232;6;32;33;23;18;3;3
5479;15/02/18 16:00;1.29999995231628;;34;71;;42;;;4
5480;15/02/18 16:00;;0.300000011920928;28;58;28;15;11;;5
5481;15/02/18 17:00;1.41999995708465;0.400000005960464;31;65;25;10;6;6;1
5482;15/02/18 17:00;;0.300000011920928;9;41;31;20;;3;2
5483;15/02/18 17:00;1.12000000476837;0.200000002980232;3;26;40;17;13;3;3
5484;15/02/18 17:00;1.26999998092651;;29;73;;36;;;4
5485;15/02/18 17:00;;0.400000005960464;30;67;17;23;15;;5
5486;15/02/18 18:00;1.44000005722045;0.400000005960464;39;77;18;22;17;7;1
5487;15/02/18 18:00;;0.300000011920928;9;50;24;20;;3;2
5488;15/02/18 18:00;1.12999999523162;0.200000002980232;4;41;28;16;12;3;3
5489;15/02/18 18:00;;;;;;;;;4
5490;15/02/18 18:00;;0.500000000000000;44;78;13;27;17;;5
5491;15/02/18 19:00;1.49000000953674;0.699999988079071;108;106;5;26;18;8;1
5492;15/02/18 19:00;;0.400000005960464;16;72;10;18;;3;2
5493;15/02/18 19:00;1.12999999523162;0.200000002980232;2;49;18;17;13;3;3
5494;15/02/18 19:00;;;76;93;;;;;4
5495;15/02/18 19:00;;0.500000000000000;48;81;11;24;15;;5
5496;15/02/18 20:00;1.48000001907348;0.699999988079071;101;105;4;39;29;8;1
5497;15/02/18 20:00;;0.500000000000000;24;85;1;18;;4;2
5498;15/02/18 20:00;1.12000000476837;0.200000002980232;1;57;8;17;13;3;3
5499;15/02/18 20:00;1.29999995231628;;61;94;;;;;4
5500;15/02/18 20:00;;0.699999988079071;108;111;2;27;18;;5
5501;15/02/18 21:00;1.50000000000000;0.699999988079071;97;103;4;26;19;8;1
5502;15/02/18 21:00;;0.800000011920929;94;99;1;30;;7;2
5503;15/02/18 21:00;1.12999999523162;0.300000011920928;8;62;1;15;10;4;3
5504;15/02/18 21:00;1.29999995231628;;65;91;;40;;;4
5505;15/02/18 21:00;;0.800000011920929;124;115;1;52;32;;5
5506;15/02/18 22:00;1.50999999046325;0.699999988079071;82;103;4;21;14;9;1
5507;15/02/18 22:00;;0.699999988079071;83;96;1;42;;8;2
5508;15/02/18 22:00;1.15999996662139;0.400000005960464;43;77;1;18;13;5;3
5509;15/02/18 22:00;1.28999996185302;;35;79;;36;;;4
5510;15/02/18 22:00;;0.600000023841857;89;107;1;49;32;;5
5511;15/02/18 23:00;1.50000000000000;0.600000023841857;60;95;4;29;22;8;1
5512;15/02/18 23:00;;0.600000023841857;71;93;1;37;;7;2
5513;15/02/18 23:00;1.17999994754791;0.400000005960464;48;78;1;27;20;5;3
5514;15/02/18 23:00;1.27999997138977;;24;65;;29;;;4
5515;15/02/18 23:00;;0.500000000000000;61;98;1;42;28;;5
5516;16/02/18 00:00;1.49000000953674;0.500000000000000;37;77;7;33;25;8;1
5517;16/02/18 00:00;;0.600000023841857;56;85;1;37;;7;2
5518;16/02/18 00:00;1.17999994754791;0.400000005960464;33;70;1;28;21;4;3
5519;16/02/18 00:00;1.29999995231628;;15;55;;30;;;4
5520;16/02/18 00:00;;0.500000000000000;36;83;1;37;26;;5
5521;16/02/18 01:00;1.53999996185302;0.400000005960464;10;49;15;15;9;7;1
5522;16/02/18 01:00;;0.400000005960464;12;52;8;33;;5;2
5523;16/02/18 01:00;1.20000004768371;0.300000011920928;5;42;9;26;21;4;3
5524;16/02/18 01:00;1.34000003337860;;6;40;;28;;;4
5525;16/02/18 01:00;;0.400000005960464;17;63;6;33;26;;5
5526;16/02/18 02:00;1.50999999046325;0.300000011920928;6;44;14;11;5;7;1
5527;16/02/18 02:00;;0.300000011920928;3;42;10;29;;4;2
5528;16/02/18 02:00;1.21000003814697;0.300000011920928;1;39;5;23;20;4;3
5529;16/02/18 02:00;1.30999994277954;;1;26;;28;;;4
5530;16/02/18 02:00;;0.300000011920928;13;57;5;28;23;;5
5531;16/02/18 03:00;1.45000004768371;0.300000011920928;3;27;26;11;7;6;1
5532;16/02/18 03:00;;0.300000011920928;3;32;15;28;;4;2
5533;16/02/18 03:00;1.19000005722045;0.200000002980232;1;26;13;23;20;4;3
5534;16/02/18 03:00;1.29999995231628;;1;24;;29;;;4
5535;16/02/18 03:00;;0.300000011920928;8;44;11;28;25;;5
5536;16/02/18 04:00;1.45000004768371;0.300000011920928;4;29;23;10;7;6;1
5537;16/02/18 04:00;;0.300000011920928;2;28;18;36;;4;2
5538;16/02/18 04:00;1.15999996662139;0.200000002980232;1;23;14;24;22;4;3
5539;16/02/18 04:00;1.28999996185302;;1;17;;28;;;4
5540;16/02/18 04:00;;0.300000011920928;4;31;20;28;24;;5
5541;16/02/18 05:00;1.44000005722045;0.300000011920928;3;26;24;18;13;6;1
5542;16/02/18 05:00;;0.300000011920928;2;31;12;39;;3;2
5543;16/02/18 05:00;1.13999998569488;0.200000002980232;1;23;13;23;20;4;3
5544;16/02/18 05:00;1.26999998092651;;1;19;;27;;;4
5545;16/02/18 05:00;;0.300000011920928;6;32;17;30;26;;5
5546;16/02/18 06:00;1.46000003814697;0.300000011920928;4;28;23;12;8;6;1
5547;16/02/18 06:00;;0.300000011920928;3;31;12;33;;4;2
5548;16/02/18 06:00;1.13999998569488;0.200000002980232;1;17;13;24;22;3;3
5549;16/02/18 06:00;1.27999997138977;;2;21;;23;;;4
5550;16/02/18 06:00;;0.300000011920928;7;35;16;30;26;;5
5551;16/02/18 07:00;1.47000002861022;0.300000011920928;6;34;17;10;7;6;1
5552;16/02/18 07:00;;0.300000011920928;4;34;10;32;;4;2
5553;16/02/18 07:00;1.13999998569488;0.200000002980232;1;19;13;24;22;3;3
5554;16/02/18 07:00;1.27999997138977;;5;24;;10;;;4
5555;16/02/18 07:00;;0.300000011920928;20;44;10;26;22;;5
5556;16/02/18 08:00;1.50999999046325;0.300000011920928;29;58;6;11;8;6;1
5557;16/02/18 08:00;;0.400000005960464;15;48;3;26;;4;2
5558;16/02/18 08:00;1.13999998569488;0.200000002980232;1;22;14;23;21;3;3
5559;16/02/18 08:00;1.26999998092651;;28;46;;12;;;4
5560;16/02/18 08:00;;0.500000000000000;61;67;2;21;17;;5
5561;16/02/18 09:00;1.57000005245208;0.500000000000000;61;67;4;13;10;7;1
5562;16/02/18 09:00;;0.300000011920928;4;24;26;23;;4;2
5563;16/02/18 09:00;1.13999998569488;0.200000002980232;2;31;12;17;15;3;3
5564;16/02/18 09:00;1.27999997138977;;24;44;;12;;;4
5565;16/02/18 09:00;;0.500000000000000;52;60;9;26;22;;5
5566;16/02/18 10:00;1.51999998092651;0.600000023841857;65;66;6;14;11;8;1
5567;16/02/18 10:00;;0.300000011920928;9;34;17;23;;3;2
5568;16/02/18 10:00;1.13999998569488;0.200000002980232;2;18;24;20;18;3;3
5569;16/02/18 10:00;1.25000000000000;;20;32;;13;;;4
5570;16/02/18 10:00;;0.300000011920928;23;50;13;24;21;;5
5571;16/02/18 11:00;1.50000000000000;0.600000023841857;68;63;9;13;9;8;1
5572;16/02/18 11:00;;0.300000011920928;16;38;13;23;;4;2
5573;16/02/18 11:00;1.15999996662139;0.200000002980232;5;19;20;18;17;3;3
5574;16/02/18 11:00;1.26999998092651;;15;24;;10;;;4
5575;16/02/18 11:00;;0.300000011920928;33;50;11;24;20;;5
5576;16/02/18 12:00;1.48000001907348;0.500000000000000;71;56;13;24;18;10;1
5577;16/02/18 12:00;;0.400000005960464;32;37;14;46;;4;2
5578;16/02/18 12:00;1.17999994754791;0.200000002980232;14;20;19;15;14;4;3
5579;16/02/18 12:00;1.28999996185302;;18;25;;10;;;4
5580;16/02/18 12:00;;0.400000005960464;41;45;14;27;22;;5
5581;16/02/18 13:00;1.45000004768371;0.500000000000000;47;47;19;25;19;12;1
5582;16/02/18 13:00;;0.500000000000000;49;46;16;34;;7;2
5583;16/02/18 13:00;1.17999994754791;0.300000011920928;32;31;18;19;15;5;3
5584;16/02/18 13:00;1.24000000953674;;18;23;;11;;;4
5585;16/02/18 13:00;;0.500000000000000;66;58;16;34;26;;5
5586;16/02/18 14:00;1.45000004768371;0.500000000000000;54;58;20;14;9;12;1
5587;16/02/18 14:00;;0.500000000000000;55;57;15;40;;7;2
5588;16/02/18 14:00;1.17999994754791;0.400000005960464;39;46;20;29;20;6;3
5589;16/02/18 14:00;;;;;;;;;4
5590;16/02/18 14:00;;0.400000005960464;54;58;18;42;28;;5
5591;16/02/18 15:00;1.48000001907348;0.600000023841857;73;73;17;22;14;10;1
5592;16/02/18 15:00;;0.500000000000000;52;65;15;41;;7;2
5593;16/02/18 15:00;1.17999994754791;0.400000005960464;37;54;18;33;24;6;3
5594;16/02/18 15:00;1.22000002861022;;24;38;;;;;4
5595;16/02/18 15:00;;0.400000005960464;63;72;16;43;29;;5
5596;16/02/18 16:00;1.46000003814697;0.500000000000000;64;78;18;31;22;9;1
5597;16/02/18 16:00;;0.400000005960464;42;63;18;45;;7;2
5598;16/02/18 16:00;1.16999995708465;0.400000005960464;38;57;19;38;27;6;3
5599;16/02/18 16:00;1.22000002861022;;19;41;;23;;;4
5600;16/02/18 16:00;;0.400000005960464;47;65;21;46;30;;5
5601;16/02/18 17:00;1.44000005722045;0.500000000000000;56;78;18;30;22;9;1
5602;16/02/18 17:00;;0.400000005960464;26;55;22;40;;6;2
5603;16/02/18 17:00;1.12999999523162;0.300000011920928;20;43;27;32;22;5;3
5604;16/02/18 17:00;1.26999998092651;;43;66;;27;;;4
5605;16/02/18 17:00;;0.400000005960464;37;61;25;37;24;;5
5606;16/02/18 18:00;1.40999996662139;0.500000000000000;46;76;18;26;18;8;1
5607;16/02/18 18:00;;0.300000011920928;11;42;30;26;;5;2
5608;16/02/18 18:00;1.11000001430511;0.200000002980232;5;25;42;23;17;4;3
5609;16/02/18 18:00;1.37999999523162;;38;67;;41;;;4
5610;16/02/18 18:00;;0.300000011920928;29;54;25;30;20;;5
5611;16/02/18 19:00;1.38999998569488;0.500000000000000;40;74;15;19;12;8;1
5612;16/02/18 19:00;;0.300000011920928;8;48;22;28;;4;2
5613;16/02/18 19:00;1.11000001430511;0.200000002980232;1;22;42;14;11;4;3
5614;16/02/18 19:00;1.44000005722045;;31;65;;39;;;4
5615;16/02/18 19:00;;0.400000005960464;76;75;16;28;18;;5
5616;16/02/18 20:00;1.42999994754791;0.500000000000000;53;81;7;32;23;7;1
5617;16/02/18 20:00;;0.400000005960464;11;56;11;38;;4;2
5618;16/02/18 20:00;1.15999996662139;0.300000011920928;1;45;13;21;16;4;3
5619;16/02/18 20:00;1.60000002384185;;45;67;;43;;;4
5620;16/02/18 20:00;;0.500000000000000;97;93;4;36;26;;5
5621;16/02/18 21:00;1.49000000953674;0.600000023841857;56;79;6;18;10;7;1
5622;16/02/18 21:00;;0.500000000000000;33;71;1;37;;5;2
5623;16/02/18 21:00;1.19000005722045;0.300000011920928;3;55;2;32;26;4;3
5624;16/02/18 21:00;1.37999999523162;;75;78;;45;;;4
5625;16/02/18 21:00;;0.500000000000000;88;86;2;41;31;;5
5626;16/02/18 22:00;1.50999999046325;0.699999988079071;78;86;4;15;8;7;1
5627;16/02/18 22:00;;0.600000023841857;52;76;1;40;;6;2
5628;16/02/18 22:00;1.17999994754791;0.300000011920928;13;62;1;33;27;4;3
5629;16/02/18 22:00;1.34000003337860;;112;82;;49;;;4
5630;16/02/18 22:00;;0.600000023841857;116;93;1;44;35;;5
5631;16/02/18 23:00;1.51999998092651;0.600000023841857;89;85;5;19;13;7;1
5632;16/02/18 23:00;;0.699999988079071;70;78;1;47;;7;2
5633;16/02/18 23:00;1.16999995708465;0.300000011920928;13;61;1;34;28;4;3
5634;16/02/18 23:00;1.35000002384185;;111;77;;60;;;4
5635;16/02/18 23:00;;0.800000011920929;147;101;1;59;45;;5
5636;17/02/18 00:00;1.59000003337860;0.600000023841857;93;83;4;21;15;7;1
5637;17/02/18 00:00;;0.600000023841857;50;72;1;47;;7;2
5638;17/02/18 00:00;1.19000005722045;0.400000005960464;26;64;1;36;29;4;3
5639;17/02/18 00:00;1.39999997615814;;75;70;;59;;;4
5640;17/02/18 00:00;;1.100000023841850;230;116;1;62;47;;5
5641;17/02/18 01:00;1.62999999523162;0.600000023841857;85;77;4;18;10;7;1
5642;17/02/18 01:00;;0.600000023841857;99;78;1;53;;8;2
5643;17/02/18 01:00;1.22000002861022;0.400000005960464;42;64;1;38;28;5;3
5644;17/02/18 01:00;1.75000000000000;;57;62;;49;;;4
5645;17/02/18 01:00;;0.800000011920929;164;97;1;64;46;;5
5646;17/02/18 02:00;1.74000000953674;0.500000000000000;65;70;4;30;21;7;1
5647;17/02/18 02:00;;0.500000000000000;73;66;1;57;;8;2
5648;17/02/18 02:00;1.24000000953674;0.400000005960464;41;57;1;45;32;5;3
5649;17/02/18 02:00;2.29999995231628;;50;58;;57;;;4
5650;17/02/18 02:00;;0.699999988079071;155;87;1;58;42;;5
5651;17/02/18 03:00;1.57000005245208;0.400000005960464;39;59;4;27;18;7;1
5652;17/02/18 03:00;;0.600000023841857;78;63;1;54;;9;2
5653;17/02/18 03:00;1.21000003814697;0.400000005960464;28;51;1;42;26;5;3
5654;17/02/18 03:00;2.38000011444091;;44;49;;53;;;4
5655;17/02/18 03:00;;0.699999988079071;119;73;1;57;40;;5
5656;17/02/18 04:00;1.51999998092651;0.400000005960464;37;57;4;23;13;4;1
5657;17/02/18 04:00;;0.500000000000000;67;54;1;54;;8;2
5658;17/02/18 04:00;1.32000005245208;0.400000005960464;35;44;1;37;21;5;3
5659;17/02/18 04:00;1.33000004291534;;16;39;;42;;;4
5660;17/02/18 04:00;;0.600000023841857;77;65;1;51;33;;5
5661;17/02/18 05:00;1.57000005245208;0.400000005960464;37;54;4;18;7;1;1
5662;17/02/18 05:00;;0.400000005960464;22;45;1;46;;6;2
5663;17/02/18 05:00;1.23000001907348;0.300000011920928;23;33;1;37;22;4;3
5664;17/02/18 05:00;1.38999998569488;;16;40;;35;;;4
5665;17/02/18 05:00;;0.400000005960464;8;51;2;41;26;;5
5666;17/02/18 06:00;1.62000000476837;0.400000005960464;35;54;4;20;10;1;1
5667;17/02/18 06:00;;0.300000011920928;9;47;1;40;;5;2
5668;17/02/18 06:00;1.21000003814697;0.300000011920928;14;30;1;35;20;4;3
5669;17/02/18 06:00;1.49000000953674;;21;42;;35;;;4
5670;17/02/18 06:00;;0.300000011920928;14;52;1;39;30;;5
5671;17/02/18 07:00;1.57000005245208;0.300000011920928;10;47;9;16;8;2;1
5672;17/02/18 07:00;;0.400000005960464;21;50;1;41;;6;2
5673;17/02/18 07:00;1.22000002861022;0.300000011920928;9;36;1;31;15;4;3
5674;17/02/18 07:00;1.50000000000000;;27;42;;35;;;4
5675;17/02/18 07:00;;0.400000005960464;41;58;1;41;34;;5
5676;17/02/18 08:00;1.49000000953674;0.300000011920928;12;42;14;16;9;2;1
5677;17/02/18 08:00;;0.300000011920928;16;49;1;42;;5;2
5678;17/02/18 08:00;1.29999995231628;0.300000011920928;13;39;1;33;16;4;3
5679;17/02/18 08:00;1.50000000000000;;47;48;;36;;;4
5680;17/02/18 08:00;;0.300000011920928;48;59;1;43;35;;5
5681;17/02/18 09:00;1.62000000476837;0.300000011920928;18;43;14;18;12;3;1
5682;17/02/18 09:00;;0.300000011920928;18;47;2;35;;5;2
5683;17/02/18 09:00;1.41999995708465;0.300000011920928;9;40;1;34;17;4;3
5684;17/02/18 09:00;1.49000000953674;;58;49;;38;;;4
5685;17/02/18 09:00;;0.300000011920928;37;56;2;40;32;;5
5686;17/02/18 10:00;1.86000001430511;0.300000011920928;28;52;9;12;6;5;1
5687;17/02/18 10:00;;0.300000011920928;10;35;14;34;;5;2
5688;17/02/18 10:00;1.35000002384185;0.300000011920928;8;32;4;34;19;4;3
5689;17/02/18 10:00;1.37000000476837;;46;46;;38;;;4
5690;17/02/18 10:00;;0.300000011920928;22;49;10;37;29;;5
5691;17/02/18 11:00;1.42999994754791;0.300000011920928;13;33;30;22;16;6;1
5692;17/02/18 11:00;;0.300000011920928;15;39;15;40;;5;2
5693;17/02/18 11:00;1.29999995231628;0.300000011920928;15;30;9;33;21;4;3
5694;17/02/18 11:00;1.35000002384185;;38;46;;41;;;4
5695;17/02/18 11:00;;0.300000011920928;38;51;17;31;24;;5
5696;17/02/18 12:00;1.53999996185302;0.300000011920928;26;44;27;22;16;8;1
5697;17/02/18 12:00;;0.300000011920928;16;29;30;35;;5;2
5698;17/02/18 12:00;1.24000000953674;0.300000011920928;16;27;28;33;27;5;3
5699;17/02/18 12:00;1.25999999046325;;14;27;;38;;;4
5700;17/02/18 12:00;;0.300000011920928;32;42;27;35;28;;5
5701;17/02/18 13:00;1.74000000953674;0.400000005960464;30;48;24;23;16;7;1
5702;17/02/18 13:00;;0.300000011920928;16;32;31;35;;5;2
5703;17/02/18 13:00;1.23000001907348;0.300000011920928;14;32;28;38;32;5;3
5704;17/02/18 13:00;1.25000000000000;;9;23;;30;;;4
5705;17/02/18 13:00;;0.300000011920928;23;37;32;32;24;;5
5706;17/02/18 14:00;1.63999998569488;0.400000005960464;28;49;30;30;22;7;1
5707;17/02/18 14:00;;;;;;;;;2
5708;17/02/18 14:00;1.20000004768371;0.200000002980232;10;24;40;34;29;5;3
5709;17/02/18 14:00;1.25000000000000;;9;25;;32;;;4
5710;17/02/18 14:00;;0.300000011920928;19;34;41;33;26;;5
5711;17/02/18 15:00;1.47000002861022;0.400000005960464;17;45;44;30;24;7;1
5712;17/02/18 15:00;;0.200000002980232;7;19;58;37;;5;2
5713;17/02/18 15:00;1.12999999523162;0.200000002980232;3;12;62;25;21;4;3
5714;17/02/18 15:00;1.25000000000000;;9;25;;34;;;4
5715;17/02/18 15:00;;0.300000011920928;17;32;51;32;26;;5
5716;17/02/18 16:00;1.42999994754791;0.300000011920928;9;45;43;17;13;9;1
5717;17/02/18 16:00;;0.300000011920928;6;24;52;29;;5;2
5718;17/02/18 16:00;1.12000000476837;0.200000002980232;1;12;57;17;13;4;3
5719;17/02/18 16:00;1.24000000953674;;5;29;;33;;;4
5720;17/02/18 16:00;;0.200000002980232;8;31;51;20;15;;5
5721;17/02/18 17:00;1.44000005722045;0.300000011920928;8;50;33;20;17;12;1
5722;17/02/18 17:00;;0.300000011920928;5;26;45;29;;7;2
5723;17/02/18 17:00;1.11000001430511;0.200000002980232;1;11;55;17;14;4;3
5724;17/02/18 17:00;1.19000005722045;;2;21;;20;;;4
5725;17/02/18 17:00;;0.200000002980232;9;34;44;22;18;;5
5726;17/02/18 18:00;1.40999996662139;0.300000011920928;11;53;30;10;8;11;1
5727;17/02/18 18:00;;0.300000011920928;4;28;42;19;;5;2
5728;17/02/18 18:00;1.10000002384185;0.200000002980232;1;13;52;11;8;4;3
5729;17/02/18 18:00;1.17999994754791;;2;15;;8;;;4
5730;17/02/18 18:00;;0.300000011920928;29;57;29;17;12;;5
5731;17/02/18 19:00;1.38999998569488;0.300000011920928;8;47;39;9;7;9;1
